area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,75.0,2,5769.2307692307695
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Super built-up  Area,18-Mar,Haralur Road,2805.0,5.0,3.0,160.0,4,5704.0998217468805
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Built-up  Area,Ready To Move,Haralur Road,2017.0,3.0,2.0,105.0,3,5205.751115518096
Super built-up  Area,18-Mar,Haralur Road,1520.0,2.0,2.0,90.0,3,5921.0526315789475
Built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,60.0,2,4615.384615384615
Super built-up  Area,Ready To Move,Haralur Road,1056.0,2.0,1.0,60.0,2,5681.818181818182
Super built-up  Area,Ready To Move,Haralur Road,1245.0,2.0,3.0,62.0,2,4979.919678714859
Built-up  Area,Ready To Move,Haralur Road,1140.0,2.0,2.0,58.0,2,5087.7192982456145
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,43.0,2,4186.952288218111
Super built-up  Area,18-May,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,Ready To Move,Haralur Road,1560.0,3.0,1.0,90.0,3,5769.2307692307695
Super built-up  Area,18-Apr,Haralur Road,1520.0,2.0,2.0,85.0,3,5592.105263157895
Super built-up  Area,18-Apr,Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Super built-up  Area,Ready To Move,Haralur Road,1580.0,3.0,1.0,73.0,3,4620.2531645569625
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,18-Aug,Haralur Road,2805.0,4.0,3.0,154.0,4,5490.196078431372
Super built-up  Area,18-Jul,Haralur Road,1510.0,3.0,2.0,83.05,3,5500.0
Super built-up  Area,18-Aug,Haralur Road,1810.0,3.0,2.0,100.0,3,5524.861878453039
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,Ready To Move,Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Super built-up  Area,Ready To Move,Haralur Road,1710.0,3.0,2.0,85.0,3,4970.7602339181285
Super built-up  Area,Ready To Move,Haralur Road,1730.0,3.0,1.0,95.0,3,5491.329479768786
Super built-up  Area,18-Aug,Haralur Road,1225.0,2.0,1.0,67.48,2,5508.571428571428
Super built-up  Area,18-Dec,Haralur Road,1225.0,2.0,1.0,69.84,2,5701.224489795918
Super built-up  Area,Ready To Move,Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335
Built-up  Area,Ready To Move,Haralur Road,1976.0,3.0,2.0,92.0,3,4655.87044534413
Super built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,75.0,2,5769.2307692307695
Super built-up  Area,Ready To Move,Haralur Road,1027.0,1.0,2.0,44.0,2,4284.323271665044
Super built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,1.0,75.0,2,5769.2307692307695
Built-up  Area,Ready To Move,Haralur Road,1890.0,3.0,2.0,84.0,3,4444.444444444444
Super built-up  Area,18-Apr,Haralur Road,1230.0,2.0,1.0,67.65,2,5500.000000000001
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Super built-up  Area,Ready To Move,Haralur Road,1092.0,2.0,2.0,44.0,2,4029.3040293040294
Super built-up  Area,Ready To Move,Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Super built-up  Area,Ready To Move,Haralur Road,1735.0,3.0,2.0,97.0,3,5590.778097982709
Super built-up  Area,18-Dec,Haralur Road,1810.0,3.0,2.0,97.83,3,5404.972375690608
Super built-up  Area,Ready To Move,Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,69.0,2,5877.342419080068
Built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,84.0,2,7017.543859649123
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,76.0,2,6473.594548551959
Super built-up  Area,Ready To Move,Harlur,1754.0,3.0,2.0,125.0,3,7126.567844925884
Super built-up  Area,Ready To Move,Harlur,1290.0,2.0,1.0,85.0,2,6589.147286821705
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,2.0,116.0,3,6620.551103805676
Super built-up  Area,Ready To Move,Harlur,1754.0,3.0,2.0,124.0,3,7069.555302166476
Super built-up  Area,Ready To Move,Harlur,1152.0,2.0,2.0,69.0,2,5989.583333333333
Super built-up  Area,Ready To Move,Harlur,1290.0,2.0,1.0,87.0,2,6744.186046511628
Super built-up  Area,Ready To Move,Harlur,1749.0,3.0,2.0,115.0,3,6575.18582046884
Super built-up  Area,Ready To Move,Harlur,2240.0,5.0,2.0,155.0,3,6919.642857142857
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,79.0,2,6599.832915622389
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,78.0,2,6643.9522998296425
Built-up  Area,Ready To Move,Harlur,1730.0,3.0,2.0,100.0,3,5780.346820809248
Super built-up  Area,17-Jun,Harlur,1197.0,2.0,1.0,79.0,2,6599.832915622389
Super built-up  Area,Ready To Move,Harlur,1749.0,3.0,2.0,112.0,3,6403.659233847913
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,75.0,2,6388.415672913117
Super built-up  Area,Ready To Move,Harlur,1620.0,3.0,1.0,110.0,3,6790.123456790124
Super built-up  Area,18-Jul,Harlur,1630.0,3.0,1.0,95.1,3,5834.355828220859
Super built-up  Area,Ready To Move,Harlur,1755.0,3.0,2.0,130.0,3,7407.407407407408
Super built-up  Area,Ready To Move,Harlur,1331.0,2.0,1.0,88.0,2,6611.570247933884
Super built-up  Area,Ready To Move,Harlur,1756.0,3.0,2.0,128.0,3,7289.293849658315
Super built-up  Area,Ready To Move,Harlur,1749.0,3.0,2.0,120.0,3,6861.06346483705
Built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,82.0,2,6850.459482038429
Super built-up  Area,Ready To Move,Harlur,1303.0,2.0,1.0,90.0,2,6907.137375287797
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,75.0,2,6388.415672913117
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,78.0,2,6516.290726817043
Super built-up  Area,Ready To Move,Harlur,1290.0,2.0,1.0,89.9,2,6968.992248062015
Super built-up  Area,18-Dec,Harlur,1386.0,2.0,2.0,85.0,2,6132.7561327561325
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,74.0,2,6303.236797274276
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,78.0,2,6643.9522998296425
Super built-up  Area,Ready To Move,Harlur,1755.0,3.0,2.0,115.0,3,6552.706552706552
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,77.0,2,6432.748538011696
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,2.0,125.0,3,7134.214551514737
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,76.0,2,6349.206349206349
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,75.0,2,6265.664160401003
Super built-up  Area,Ready To Move,Harlur,1755.0,3.0,2.0,117.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,79.9,2,6675.020885547202
Built-up  Area,Ready To Move,Harlur,1370.0,2.0,2.0,88.0,2,6423.3576642335765
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,98.2,2,7279.466271312083
Super built-up  Area,18-Sep,Hebbal,1337.0,2.0,1.0,82.0,2,6133.1338818249815
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,98.0,2,7264.6404744255005
Carpet  Area,18-Mar,Hebbal,687.325,2.0,0.0,42.72,2,6215.40028370858
Super built-up  Area,19-Mar,Hebbal,2790.0,5.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,18-May,Hebbal,812.0,2.0,2.0,55.0,2,6773.399014778325
Super built-up  Area,19-Jun,Hebbal,2790.0,4.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,19-Oct,Hebbal,3067.0,4.0,2.0,230.0,4,7499.184871209651
Super built-up  Area,19-Dec,Hebbal,3067.0,4.0,3.0,230.0,4,7499.184871209651
Carpet  Area,18-Dec,Hebbal,823.0,2.0,1.0,50.63,2,6151.883353584447
Super built-up  Area,Ready To Move,Hebbal,1420.0,2.0,1.0,99.39,2,6999.295774647887
Super built-up  Area,18-Dec,Hebbal,1420.0,2.0,1.0,99.39,2,6999.295774647887
Super built-up  Area,18-Jul,Hebbal,1440.0,2.0,1.0,115.0,2,7986.111111111111
Built-up  Area,17-Dec,Hebbal,1420.0,2.0,2.0,107.0,2,7535.211267605634
Super built-up  Area,19-Jun,Hebbal,1320.0,2.0,1.0,92.0,2,6969.69696969697
Super built-up  Area,21-Mar,Hebbal,1251.0,2.0,1.0,88.73,2,7092.725819344524
Super built-up  Area,19-Jun,Hebbal,2790.0,4.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,19-Jun,Hebbal,2790.0,4.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,97.8,2,7249.814677538918
Super built-up  Area,Ready To Move,Hebbal,1344.0,2.0,1.0,108.0,2,8035.714285714285
Super built-up  Area,19-Jun,Hebbal,2790.0,5.0,3.0,204.0,4,7311.8279569892475
Super built-up  Area,19-Mar,Hebbal,2790.0,5.0,3.0,198.0,4,7096.774193548387
Built-up  Area,Ready To Move,Hebbal,1299.0,2.0,1.0,100.0,2,7698.229407236336
Super built-up  Area,Ready To Move,Hebbal,1390.0,2.0,2.0,95.0,2,6834.53237410072
Super built-up  Area,Ready To Move,Hebbal,1333.0,2.0,1.0,100.0,2,7501.875468867217
Super built-up  Area,19-Jun,Hebbal,2470.0,4.0,2.0,203.0,4,8218.623481781377
Built-up  Area,Ready To Move,Hebbal,1333.0,2.0,1.0,104.0,2,7801.950487621905
Super built-up  Area,Ready To Move,Hebbal,1345.0,2.0,1.0,97.0,2,7211.8959107806695
Super built-up  Area,18-Dec,Hebbal,985.0,2.0,2.0,62.0,2,6294.416243654822
Super built-up  Area,19-Dec,Hebbal,1320.0,2.0,1.0,91.0,2,6893.939393939394
Super built-up  Area,19-Jun,Hebbal,2630.0,5.0,0.0,188.0,4,7148.28897338403
Super built-up  Area,19-Jun,Hebbal,2790.0,5.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,Ready To Move,Hebbal,1420.0,2.0,1.0,99.39,2,6999.295774647887
Super built-up  Area,18-Sep,Hebbal,1162.0,2.0,1.0,69.0,2,5938.037865748709
Super built-up  Area,Ready To Move,Hebbal,1299.0,2.0,1.0,97.0,2,7467.282525019245
Super built-up  Area,19-Dec,Hebbal,2470.0,5.0,2.0,192.0,4,7773.27935222672
Super built-up  Area,Ready To Move,Hebbal,2375.0,4.0,2.0,189.0,4,7957.894736842105
Super built-up  Area,18-Dec,Hebbal,1420.0,2.0,1.0,99.26,2,6990.140845070423
Super built-up  Area,21-Dec,Hebbal,1252.0,2.0,1.0,92.0,2,7348.242811501597
Super built-up  Area,19-Mar,Hebbal,2790.0,4.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,98.0,2,7264.6404744255005
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,96.8,2,7175.685693106005
Super built-up  Area,Ready To Move,Hebbal Kempapura,1700.0,3.0,2.0,155.0,3,9117.64705882353
Super built-up  Area,Ready To Move,Hebbal Kempapura,1800.0,3.0,2.0,175.0,3,9722.222222222223
Super built-up  Area,Ready To Move,Hebbal Kempapura,2900.0,4.0,0.0,240.0,3,8275.862068965518
Super built-up  Area,Ready To Move,Hebbal Kempapura,1466.0,2.0,3.0,140.0,3,9549.795361527968
Built-up  Area,Ready To Move,Hebbal Kempapura,1725.0,2.0,1.0,165.0,3,9565.217391304348
Super built-up  Area,Ready To Move,Hebbal Kempapura,1485.0,3.0,3.0,132.0,2,8888.888888888889
Super built-up  Area,Ready To Move,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3,8333.333333333334
Built-up  Area,Ready To Move,Hebbal Kempapura,1785.0,3.0,0.0,165.0,3,9243.697478991597
Super built-up  Area,Ready To Move,Hebbal Kempapura,1730.0,3.0,2.0,175.0,3,10115.606936416185
Built-up  Area,Ready To Move,Hegde Nagar,3000.0,7.0,2.0,210.0,6,7000.0
Super built-up  Area,Ready To Move,Hegde Nagar,1341.0,2.0,1.0,97.0,2,7233.407904548844
Plot  Area,Ready To Move,Hegde Nagar,1200.0,4.0,1.0,83.0,4,6916.666666666667
Plot  Area,Ready To Move,Hegde Nagar,1200.0,2.0,0.0,75.0,2,6250.0
Plot  Area,Ready To Move,Hegde Nagar,1000.0,2.0,0.0,66.0,2,6600.0
Super built-up  Area,Ready To Move,Hennur,1075.0,2.0,1.0,52.0,2,4837.209302325581
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
Super built-up  Area,Ready To Move,Hennur,1225.0,2.0,1.0,57.0,2,4653.061224489796
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,57.5,2,4581.673306772908
Super built-up  Area,Ready To Move,Hennur,1259.0,2.0,2.0,57.0,2,4527.4027005559965
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,53.5,2,4262.948207171315
Super built-up  Area,Ready To Move,Hennur,1285.0,2.0,1.0,60.0,2,4669.260700389105
Super built-up  Area,Ready To Move,Hennur,1285.0,2.0,1.0,60.0,2,4669.260700389105
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,58.0,2,4621.5139442231075
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,54.5,2,4342.629482071713
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,55.5,2,4422.310756972111
Super built-up  Area,Ready To Move,Hennur,1231.0,2.0,2.0,50.0,2,4061.7384240454917
Super built-up  Area,Ready To Move,Hennur,1160.0,2.0,1.0,49.0,2,4224.137931034483
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,53.5,2,4262.948207171315
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,55.5,2,4422.310756972111
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,57.5,2,4581.673306772908
Super built-up  Area,Ready To Move,Hennur,1020.0,2.0,1.0,48.0,2,4705.882352941177
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
Super built-up  Area,Ready To Move,Hennur,1295.0,2.0,1.0,64.0,2,4942.084942084942
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,58.0,2,4621.5139442231075
Built-up  Area,Ready To Move,Hennur,1420.0,2.0,1.0,62.0,2,4366.197183098591
Super built-up  Area,Ready To Move,Hennur,1155.0,2.0,2.0,54.5,2,4718.614718614718
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,52.35,2,4171.314741035857
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,54.5,2,4342.629482071713
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,55.5,2,4422.310756972111
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,53.57,2,4268.525896414342
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,56.5,2,4501.99203187251
Built-up  Area,Ready To Move,Hennur,1050.0,2.0,2.0,42.73,2,4069.5238095238096
Super built-up  Area,Ready To Move,Hennur,1295.0,2.0,1.0,62.0,2,4787.644787644787
Super built-up  Area,Ready To Move,Hennur Road,2089.0,3.0,2.0,140.0,3,6701.771182383915
Built-up  Area,Ready To Move,Hennur Road,5000.0,8.0,0.0,250.0,8,5000.0
Super built-up  Area,Ready To Move,Hennur Road,1385.0,2.0,1.0,83.09,2,5999.27797833935
Super built-up  Area,Ready To Move,Hennur Road,1904.0,3.0,2.0,120.0,3,6302.5210084033615
Super built-up  Area,Ready To Move,Hennur Road,1891.0,3.0,1.0,109.0,3,5764.1459545214175
Super built-up  Area,19-Sep,Hennur Road,1561.0,3.0,2.0,95.0,3,6085.842408712364
Super built-up  Area,17-Apr,Hennur Road,1192.0,2.0,1.0,60.0,3,5033.557046979866
Super built-up  Area,19-Mar,Hennur Road,1482.0,2.0,1.0,92.0,3,6207.827260458839
Super built-up  Area,19-Mar,Hennur Road,1482.0,2.0,2.0,83.73,3,5649.797570850203
Super built-up  Area,18-Oct,Hennur Road,1482.0,2.0,1.0,87.0,3,5870.4453441295545
Super built-up  Area,Ready To Move,Hennur Road,1703.0,3.0,0.0,101.0,3,5930.710510863182
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,0.0,69.61,2,5650.162337662337
Super built-up  Area,19-Mar,Hennur Road,1804.0,3.0,2.0,102.0,3,5654.10199556541
Super built-up  Area,18-Mar,Hennur Road,1186.0,2.0,1.0,63.0,3,5311.973018549747
Super built-up  Area,Ready To Move,Hennur Road,1680.0,3.0,0.0,99.27,3,5908.928571428572
Super built-up  Area,Ready To Move,Hennur Road,1385.0,2.0,1.0,83.09,2,5999.27797833935
Super built-up  Area,Ready To Move,Hennur Road,1586.0,3.0,3.0,93.94,3,5923.076923076923
Super built-up  Area,Ready To Move,Hennur Road,1975.0,3.0,3.0,123.0,3,6227.848101265823
Super built-up  Area,21-Mar,Hennur Road,901.0,2.0,1.0,49.5,2,5493.895671476138
Super built-up  Area,Ready To Move,Hennur Road,1445.0,3.0,1.0,86.56,3,5990.311418685121
Super built-up  Area,19-Mar,Hennur Road,1482.0,2.0,3.0,97.0,3,6545.209176788124
Super built-up  Area,Ready To Move,Hennur Road,1192.0,2.0,1.0,62.0,3,5201.342281879195
Super built-up  Area,18-May,Hennur Road,1036.0,2.0,1.0,59.46,2,5739.382239382239
Super built-up  Area,Ready To Move,Hennur Road,1891.0,3.0,1.0,109.0,3,5764.1459545214175
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
Super built-up  Area,18-Aug,Hennur Road,1804.0,3.0,2.0,102.0,3,5654.10199556541
Super built-up  Area,Ready To Move,Hennur Road,1936.0,3.0,1.0,118.0,3,6095.0413223140495
Super built-up  Area,18-Sep,Hennur Road,1590.0,3.0,2.0,96.5,3,6069.182389937107
Super built-up  Area,18-Dec,Hennur Road,1036.0,2.0,1.0,59.45,2,5738.416988416989
Super built-up  Area,Ready To Move,Hennur Road,1832.0,3.0,1.0,125.0,3,6823.144104803493
Super built-up  Area,19-Mar,Hennur Road,1341.0,2.0,1.0,75.76,2,5649.515287099181
Super built-up  Area,Ready To Move,Hennur Road,1685.0,3.0,2.0,95.0,3,5637.982195845697
Super built-up  Area,Ready To Move,Hennur Road,1414.0,2.0,0.0,84.18,2,5953.323903818953
Super built-up  Area,Ready To Move,Hennur Road,1949.0,3.0,1.0,133.0,3,6824.012314007183
Super built-up  Area,Ready To Move,Hennur Road,1250.0,2.0,1.0,77.88,3,6230.4
Built-up  Area,Ready To Move,Hennur Road,1831.0,3.0,1.0,110.0,3,6007.646095030038
Super built-up  Area,18-Jan,Hennur Road,1232.0,2.0,1.0,74.0,2,6006.493506493506
Super built-up  Area,18-Jul,Hennur Road,1232.0,2.0,1.0,66.0,2,5357.142857142857
Plot  Area,17-Apr,Hennur Road,2700.0,3.0,2.0,150.0,3,5555.555555555556
Super built-up  Area,Ready To Move,Hennur Road,1310.0,2.0,1.0,66.0,2,5038.167938931298
Super built-up  Area,Ready To Move,Hennur Road,2002.0,3.0,2.0,120.0,3,5994.005994005994
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,1.0,69.6,2,5649.350649350648
Super built-up  Area,18-Dec,Hennur Road,1195.0,2.0,2.0,73.0,2,6108.786610878661
Super built-up  Area,Ready To Move,Hennur Road,1061.0,2.0,1.0,54.92,2,5176.248821866164
Super built-up  Area,Ready To Move,Hennur Road,1585.0,2.0,3.0,80.0,3,5047.318611987382
Super built-up  Area,Ready To Move,Hennur Road,2041.0,3.0,3.0,128.0,3,6271.435570798628
Super built-up  Area,Ready To Move,Hennur Road,973.0,2.0,1.0,56.0,2,5755.395683453237
Built-up  Area,Ready To Move,Hennur Road,1255.0,2.0,1.0,84.0,2,6693.227091633466
Super built-up  Area,18-Mar,Hennur Road,1232.0,2.0,1.0,83.0,2,6737.012987012987
Super built-up  Area,Ready To Move,Hennur Road,1832.0,3.0,1.0,116.0,3,6331.8777292576415
Super built-up  Area,Ready To Move,Hennur Road,2050.0,3.0,0.0,120.0,3,5853.658536585366
Super built-up  Area,Ready To Move,Hennur Road,1445.0,2.0,2.0,86.69,3,5999.307958477509
Super built-up  Area,18-Sep,Hennur Road,1445.0,2.0,1.0,83.0,3,5743.9446366782
Super built-up  Area,19-Mar,Hennur Road,1679.0,3.0,2.0,94.86,3,5649.791542584872
Super built-up  Area,Ready To Move,Hennur Road,1654.0,3.0,0.0,97.8,3,5912.938331318017
Super built-up  Area,15-Nov,Hennur Road,1480.0,3.0,0.0,100.0,3,6756.756756756757
Super built-up  Area,19-Sep,Hennur Road,1450.0,3.0,1.0,88.6,3,6110.3448275862065
Super built-up  Area,Ready To Move,Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905
Super built-up  Area,Ready To Move,Hennur Road,1053.0,2.0,1.0,53.0,2,5033.2383665717
Super built-up  Area,Ready To Move,Hennur Road,1904.0,3.0,2.0,129.0,3,6775.210084033613
Super built-up  Area,Ready To Move,Hennur Road,1981.0,3.0,1.0,134.0,3,6764.260474507824
Super built-up  Area,Ready To Move,Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905
Super built-up  Area,18-Dec,Hennur Road,1590.0,3.0,2.0,105.0,3,6603.773584905661
Super built-up  Area,Ready To Move,Hennur Road,2041.0,3.0,3.0,138.0,3,6761.391474767271
Super built-up  Area,18-Aug,Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
Super built-up  Area,Ready To Move,Hennur Road,1748.0,3.0,0.0,103.0,3,5892.448512585813
Built-up  Area,Ready To Move,Hennur Road,1460.0,2.0,1.0,80.3,2,5500.0
Super built-up  Area,18-Aug,Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
Super built-up  Area,19-Mar,Hennur Road,1450.0,3.0,2.0,79.0,3,5448.275862068966
Super built-up  Area,Ready To Move,Hennur Road,1445.0,2.0,1.0,89.56,3,6197.923875432526
Super built-up  Area,Ready To Move,Hennur Road,973.0,2.0,1.0,50.74,2,5214.799588900309
Super built-up  Area,19-Mar,Hennur Road,1482.0,2.0,1.0,83.73,3,5649.797570850203
Super built-up  Area,Ready To Move,Hennur Road,1305.0,2.0,1.0,77.0,3,5900.383141762452
Super built-up  Area,Ready To Move,Hennur Road,1672.0,3.0,2.0,86.0,3,5143.540669856459
Super built-up  Area,19-Mar,Hennur Road,1165.0,2.0,1.0,67.0,2,5751.07296137339
Super built-up  Area,Ready To Move,Hennur Road,980.0,2.0,1.0,51.0,2,5204.081632653061
Super built-up  Area,18-Aug,Hennur Road,1232.0,2.0,1.0,80.0,2,6493.506493506494
Super built-up  Area,Ready To Move,Hennur Road,950.0,2.0,1.0,55.0,2,5789.473684210527
